650	0.000293569	0.0880637	0.00909569
649	-0.000691403	-0.208865	0.00915974
648	-0.000175307	-0.0539517	0.00933156
647	-0.000138415	-0.0419494	0.0091895
646	7.14534E-005	0.0218468	0.00927072
645	-0.000698603	-0.225801	0.00980041
644	-5.09369E-005	-0.0164744	0.00980676
643	0.00126848	0.406926	0.00972705
642	0.000514531	0.169275	0.0099754
641	-4.98402E-005	-0.0169432	0.0103078
640	-5.1392E-006	-0.00171906	0.0101425
639	-7.4114E-005	-0.0251251	0.0102791
638	0.000503761	0.174482	0.0105021
637	0.00107522	0.374827	0.0105702
636	0.00017247	0.0614341	0.0108006
635	0.000369491	0.135638	0.0111308
634	0.000440961	0.163175	0.0112202
633	0.000460401	0.17314	0.0114028
632	0.00067086	0.258957	0.0117043
631	0.000421914	0.168836	0.0121336
630	2.28359E-005	0.0092594	0.0122946
629	0.000140067	0.0571728	0.0123766
628	0.000499745	0.204539	0.0124102
627	7.23048E-005	0.0301101	0.0126268
626	0.000185404	0.0767972	0.0125596
625	0.000114988	0.0467805	0.0123357
624	9.94181E-005	0.0409639	0.0124935
623	0.000595001	0.253928	0.0129402
622	0.00083557	0.361931	0.0131339
621	3.70101E-005	0.0167437	0.0137177
620	-0.000404603	-0.188049	0.0140926
619	-0.000237757	-0.109735	0.0139946
618	0.000143342	0.0653436	0.0138222
617	0.000594204	0.276012	0.0140845
616	0.00087003	0.416033	0.0144992
615	0.000740165	0.36827	0.0150864
614	0.000533624	0.277475	0.0157666
613	0.000263277	0.143033	0.016473
612	0.000222496	0.124752	0.0170009
611	0.000306454	0.174619	0.0172773
610	-3.03741E-005	-0.0173047	0.0172747
609	0.000335825	0.190984	0.0172438
608	0.000661879	0.380939	0.0174512
607	0.000285683	0.172623	0.0183216
606	0.000229564	0.144183	0.019044
605	0.000308635	0.19892	0.0195426
604	0.000218639	0.143911	0.0199579
603	0.000202928	0.136258	0.0203596
602	0.000445697	0.302717	0.0205943
601	0.000228733	0.158565	0.0210198
600	0.000155559	0.11355	0.022133
599	0.000357624	0.273657	0.0232022
598	8.27946E-005	0.0659948	0.0241689
597	0.000276822	0.229034	0.025087
596	0.000370943	0.317561	0.0259578
595	0.000312084	0.273415	0.0265644
594	0.000305281	0.285251	0.028332
593	0.000439165	0.435125	0.0300425
592	0.000273929	0.292627	0.0323911
591	0.000473671	0.543913	0.0348178
590	0.000326695	0.396994	0.036846
589	0.000136063	0.17308	0.0385704
588	0.000121766	0.161232	0.0401491
587	0.000178249	0.24558	0.0417749
586	0.000225751	0.320435	0.0430388
585	0.000189429	0.279701	0.044771
584	0.000199377	0.30793	0.0468303
583	0.000256876	0.412615	0.0487048
582	0.000243822	0.409998	0.0509868
581	0.000241494	0.421129	0.0528759
580	0.000194495	0.350787	0.0546872
579	0.000226905	0.425792	0.0568988
578	0.000276133	0.53701	0.0589675
577	0.000216482	0.438304	0.0613907
576	0.000189094	0.398858	0.0639573
575	0.000184039	0.40274	0.0663536
574	0.000237412	0.53895	0.0688328
573	0.000278842	0.657062	0.0714494
572	0.000263118	0.64302	0.0741009
571	0.000265782	0.670008	0.0764371
570	0.000280327	0.730667	0.0790322
569	0.000253205	0.682137	0.0816862
568	0.000246192	0.687731	0.0847021
567	0.00026343	0.759863	0.0874622
566	0.00028609	0.854159	0.0905285
565	0.000269202	0.83004	0.0934909
564	0.000251949	0.805014	0.0968814
563	0.000243318	0.803638	0.100146
562	0.000266834	0.909423	0.103341
561	0.000273425	0.963051	0.106797
560	0.000269543	0.983889	0.110679
559	0.000278531	1.04529	0.113792
558	0.000287538	1.1072	0.116757
557	0.000291119	1.14886	0.119659
556	0.000276275	1.11751	0.122648
555	0.000241338	1.00332	0.126055
554	0.000266604	1.14014	0.12967
553	0.000286588	1.25598	0.132884
552	0.000275836	1.23533	0.135794
551	0.000282352	1.29658	0.139238
550	0.00026393	1.24738	0.143305
549	0.000286428	1.38798	0.146932
548	0.00031938	1.58521	0.150497
547	0.000290155	1.47599	0.154242
546	0.000271203	1.41112	0.157769
545	0.000288176	1.53266	0.161264
544	0.000299326	1.62695	0.164808
543	0.000301808	1.68185	0.168968
542	0.000313678	1.79356	0.173373
541	0.000344777	2.01841	0.177509
540	0.000330747	1.98139	0.181645
