600	0.000363781	0.271966	0.0226686
599	0.000102507	0.0755891	0.0223591
598	4.30691E-005	0.0320286	0.0225487
597	-2.07866E-005	-0.0159077	0.0232046
596	7.0368E-005	0.0561103	0.0241778
595	6.69983E-005	0.0553407	0.0250455
594	-1.70215E-005	-0.0143632	0.0255861
593	-4.75685E-005	-0.041078	0.0261842
592	-5.92913E-006	-0.00522137	0.0267019
591	2.4859E-005	0.0222884	0.027186
590	1.55487E-005	0.0141732	0.0276392
589	0.000202809	0.188164	0.028132
588	0.000231624	0.219619	0.0287499
587	0.000328608	0.319036	0.0294382
586	0.000173315	0.172563	0.0301898
585	-2.12488E-005	-0.0217415	0.0310246
584	-1.50202E-005	-0.0158027	0.0319009
583	6.04052E-006	0.0065513	0.0328853
582	-5.63326E-005	-0.0631057	0.0339671
581	6.16683E-006	0.00715479	0.0351791
580	5.48585E-005	0.0660963	0.0365328
579	-3.63642E-006	-0.00455451	0.0379767
578	1.13394E-005	0.0147723	0.039501
577	9.24952E-005	0.125292	0.0410727
576	0.000192097	0.270641	0.0427191
575	0.000310421	0.455292	0.0444722
574	0.000286221	0.437346	0.0463311
573	0.000206763	0.329739	0.0483555
572	0.000194326	0.323968	0.05055
571	0.000248496	0.433437	0.0528879
570	0.000275618	0.502056	0.0552323
569	0.000218854	0.415791	0.0576062
568	0.00020283	0.401371	0.0600017
567	0.000212537	0.438613	0.0625743
566	0.00021092	0.454343	0.0653152
565	0.000223861	0.504511	0.0683346
564	0.000153083	0.361335	0.0715703
563	0.000141235	0.349797	0.075097
562	0.000142882	0.371691	0.0788776
561	0.000180365	0.49277	0.0828401
560	0.000187819	0.538375	0.0869148
559	0.000201009	0.602653	0.0909076
558	0.000155998	0.488228	0.0948972
557	0.000170164	0.55595	0.0990645
556	0.000145942	0.498423	0.103554
555	0.000152698	0.545779	0.108376
554	0.000164652	0.615838	0.113409
553	0.000145472	0.567795	0.118348
552	0.000159012	0.647005	0.123375
551	0.000138988	0.590457	0.128813
550	0.000119169	0.529506	0.134728
549	0.000102269	0.47674	0.141348
548	9.45574E-005	0.462374	0.148268
547	9.01347E-005	0.461336	0.155194
546	0.000104029	0.556029	0.162067
545	0.000114036	0.635943	0.169092
544	0.000129846	0.755435	0.176408
543	0.000125998	0.766213	0.184389
542	0.000133399	0.84866	0.192899
541	0.000128335	0.854829	0.201968
540	0.000130043	0.907148	0.211515
539	0.000133494	0.974596	0.221366
