600	0.23068
598	0.166416
596	0.0654951
594	0.143549
592	0.184279
590	0.110191
588	0.120308
586	0.306088
584	0.244762
582	0.142288
580	0.354273
578	0.38896
576	0.230618
574	0.271214
572	0.486539
570	0.504052
568	0.684833
566	0.819693
564	0.878747
562	1.08213
560	1.25767
558	1.43199
556	1.58324
554	1.78791
552	2.08302
550	2.32814
548	2.7734
546	3.12687
544	3.38018
542	3.77935
540	4.34824
538	4.98148
536	5.54553
534	6.0343
532	6.72058
530	7.50506
528	8.25113
526	9.11854
524	9.82214
522	10.5686
520	11.3245
518	12.0151
516	12.4722
514	13.0817
512	13.7586
510	14.41
508	14.7473
506	14.9771
504	15.2661
502	15.5974
500	15.5169
498	15.5625
496	15.8623
494	15.8407
492	15.5572
490	15.2393
488	14.8307
486	14.3624
484	13.8022
482	13.3497
480	12.675
478	12.0589
476	11.7034
474	10.169
472	8.79213
470	7.95489
468	7.49793
466	6.67407
464	5.45665
462	4.09123
460	2.69518
458	2.05985
456	0.54028
454	-0.912878
452	-1.92994
450	-2.8688
448	-3.60919
446	-4.61725
444	-4.98553
442	-5.48963
440	-6.59815
438	-7.24592
436	-7.3133
434	-8.1317
432	-8.76323
430	-9.1145
428	-9.48011
426	-9.63877
424	-9.71632
422	-9.7838
420	-9.81185
418	-10.0467
416	-10.1553
414	-9.78515
412	-9.49494
410	-9.27271
408	-9.23754
406	-9.17609
404	-8.74136
402	-8.54154
400	-8.41311
398	-8.03943
396	-7.75131
394	-7.51801
392	-7.16692
390	-6.85658
388	-6.71426
386	-6.55747
384	-6.31061
382	-6.10533
380	-5.9683
378	-5.72715
376	-5.46199
374	-5.16344
372	-4.99552
370	-4.72268
368	-4.42621
366	-4.10714
364	-3.88523
362	-3.60182
360	-3.22932
358	-2.98595
356	-2.70125
354	-2.40824
352	-2.09588
350	-1.88145
348	-1.6375
346	-1.37982
344	-1.23094
342	-1.06899
340	-0.978207
338	-0.972993
336	-0.950924
334	-0.878117
332	-0.879905
330	-0.956925
328	-0.847129
326	-0.898137
324	-0.963268
322	-0.895435
320	-0.95546
318	-0.975008
316	-0.962052
314	-0.920606
312	-0.901155
310	-0.809525
308	-0.729256
306	-0.671461
304	-0.66932
302	-0.634763
300	-0.657691
298	-0.60778
296	-0.49083
294	-0.41434
292	-0.40596
290	-0.28143
288	-0.16246
286	-0.07392
284	0.06793
282	0.402555
280	0.640362
278	0.855854
276	1.20702
274	1.2828
272	1.41097
270	1.43355
268	1.38217
266	1.30018
264	1.0891
262	1.10522
260	0.830192
258	0.642882
256	0.544545
254	0.190028
252	0.16533
250	0.07299
248	0.14366
246	0.14542
244	0.00953
242	0.07943
240	0.03763
238	0.22255
236	0.33276
234	0.18236
232	0.00351
230	0.37738
228	0.58336
226	0.42629
224	0.17382
222	-0.1976
220	0.26182
