0.057	3293.2
0.086	1360.2
0.115	528.3
0.143	269.7
0.172	169.6
0.201	120.8
0.229	94.9
0.258	80.5
0.286	69.0
0.315	61.1
0.344	56.2
0.372	50.6
0.401	48.7
0.430	45.9
0.458	44.6
0.487	43.6
0.516	41.0
0.544	40.6
0.573	40.6
0.602	39.8
0.630	39.7
0.659	38.9
0.688	38.7
0.716	37.9
0.745	38.1
0.774	37.0
0.802	36.6
0.831	36.9
0.859	36.8
0.888	37.8
0.917	37.0
0.945	36.0
0.974	36.8
1.003	37.1
1.031	37.1
1.060	36.9
1.089	37.0
1.117	37.6
1.146	36.6
1.175	36.6
1.203	37.6
1.232	36.7
1.261	37.3
1.289	36.6
1.318	37.3
1.347	37.5
1.375	36.6
1.404	36.9
1.433	36.7
1.461	36.9
1.490	36.0
1.519	37.7
1.547	37.4
1.576	37.4
1.604	37.6
1.633	38.0
1.662	37.7
1.690	38.4
1.719	38.1
1.748	39.3
1.776	38.9
1.805	38.7
1.834	38.7
1.862	38.3
1.891	40.0
1.920	39.2
1.948	39.3
1.977	39.7
2.006	39.9
2.034	40.3
2.063	41.0
2.092	40.1
2.120	41.1
2.149	41.8
2.178	42.4
2.206	42.4
2.235	42.5
2.264	42.5
2.292	43.0
2.321	42.2
2.350	43.7
2.378	43.5
2.407	44.6
2.436	44.4
2.464	45.7
2.493	45.8
2.522	45.3
2.551	46.2
2.579	46.8
2.608	47.7
2.637	46.9
2.665	47.6
2.694	48.4
2.723	48.1
2.751	48.7
2.780	49.8
2.809	50.7
2.837	50.7
2.866	51.1
2.895	51.0
2.923	52.0
2.952	52.1
2.981	53.1
3.009	53.2
3.038	53.8
3.067	54.3
3.095	55.3
3.124	54.9
3.153	55.0
3.182	57.0
3.210	56.5
3.239	56.6
3.268	57.9
3.296	57.0
3.325	57.9
3.354	58.9
3.382	59.0
3.411	59.1
3.440	59.7

