650	-0.00419707	-0.380433	0.00274841
649	-0.00200069	-0.315029	0.00477441
648	-5.10967E-005	-0.0108043	0.0064114
647	-0.0004248	-0.0984534	0.00702741
646	-0.0009929	-0.179428	0.00547941
645	-0.00106462	-0.179784	0.0051204
644	-0.000279808	-0.0499276	0.0054104
643	0.000949498	0.190342	0.00607841
642	0.000954919	0.202231	0.00642141
641	-0.00131342	-0.218376	0.00504141
640	-0.00211028	-0.301801	0.00433641
639	-0.00135161	-0.205737	0.0046154
638	-0.000540827	-0.0905094	0.0050744
637	-0.00107679	-0.170581	0.0048034
636	-0.00138708	-0.185747	0.00406041
635	0.000265764	0.0354313	0.00404241
634	-0.000255817	-0.0425927	0.00504841
633	-0.000606713	-0.127608	0.00637741
632	-0.000499826	-0.129095	0.00783141
631	-0.000479947	-0.130023	0.00821441
630	-0.000897423	-0.232911	0.00786941
629	-0.00149988	-0.389962	0.00788341
628	-0.000756041	-0.205094	0.0082254
627	-0.000466575	-0.138249	0.00898441
626	-0.000912441	-0.255255	0.0084824
625	-0.000772047	-0.215267	0.0084544
624	-0.000229672	-0.0658566	0.0086944
623	-0.000584763	-0.18673	0.00968241
622	-0.000985751	-0.339711	0.0104494
621	-0.000547079	-0.188499	0.0104474
620	-0.000125024	-0.0445538	0.0108054
619	9.78892E-005	0.0361205	0.0111884
618	-0.000554098	-0.215277	0.0117804
617	-0.000839898	-0.362879	0.0131004
616	-0.000521088	-0.238215	0.0138614
615	-0.000200011	-0.0870879	0.0132024
614	-0.000349791	-0.152916	0.0132554
613	-0.000563691	-0.267451	0.0143864
612	-0.000147726	-0.0731062	0.0150054
611	5.45856E-005	0.0284282	0.0157914
610	5.86412E-005	0.0320489	0.0165714
609	2.47678E-005	0.01339	0.0163924
608	-6.89517E-005	-0.0374519	0.0164694
607	-0.000204863	-0.114841	0.0169974
606	5.96097E-005	0.0339779	0.0172834
605	4.88477E-005	0.0279305	0.0173374
604	-0.000257895	-0.14684	0.0172644
603	-0.000237754	-0.14043	0.0179094
602	-0.000288109	-0.17765	0.0186964
601	-0.000126844	-0.0819277	0.0195844
600	0.00013611	0.0911042	0.0202954
599	-0.000104121	-0.0718593	0.0209264
598	-0.000320318	-0.222452	0.0210574
597	-9.19958E-005	-0.0667497	0.0220004
596	-0.000119839	-0.0926552	0.0234434
595	-0.000221702	-0.178139	0.0243634
594	-0.000245197	-0.204295	0.0252634
593	-0.000176853	-0.153499	0.0263174
592	-8.07687E-005	-0.0763229	0.0286524
591	3.80979E-005	0.038701	0.0308014
590	4.41726E-005	0.0470571	0.0323014
589	-2.45614E-005	-0.0280089	0.0345774
588	-0.000137286	-0.162261	0.0358374
587	-8.29313E-005	-0.102085	0.0373244
586	0.000125199	0.163157	0.0395144
585	0.000234163	0.318155	0.0411974
584	0.000266182	0.372536	0.0424364
583	7.99101E-005	0.113612	0.0431094
582	-0.000141719	-0.20621	0.0441194
581	-0.000191636	-0.289384	0.0457874
580	-4.84968E-005	-0.0766114	0.0478994
579	-2.09158E-005	-0.034207	0.0495894
578	-4.33384E-006	-0.00717571	0.0502044
577	0.00015631	0.26746	0.0518824
576	0.00014025	0.250409	0.0541374
575	-1.5872E-005	-0.0294113	0.0561864
574	0.000104117	0.200864	0.0584964
573	8.49642E-005	0.167254	0.0596884
572	-3.34267E-005	-0.0680657	0.0617424
571	6.93973E-005	0.148253	0.0647754
570	5.53313E-005	0.121985	0.0668474
569	9.63379E-005	0.216402	0.0681104
568	6.90628E-005	0.159428	0.0699954
567	8.7723E-005	0.208704	0.0721384
566	7.46101E-005	0.182059	0.0739884
565	2.41131E-006	0.00602835	0.0758044
564	7.12701E-005	0.184211	0.0783714
563	6.19178E-005	0.164441	0.0805274
562	9.07597E-005	0.249064	0.0832084
561	0.000130464	0.37009	0.0860134
560	0.000115776	0.339285	0.0888574
559	0.000110444	0.330659	0.0907794
558	8.56012E-005	0.264946	0.0938484
557	7.24311E-005	0.230623	0.0965444
556	0.000104231	0.33917	0.0986664
555	0.000149024	0.494741	0.100663
554	0.00013235	0.447645	0.102555
553	9.20072E-005	0.318883	0.105089
552	8.70256E-005	0.305762	0.106533
551	8.13854E-005	0.291158	0.108475
550	8.81018E-005	0.325399	0.11199
549	9.26398E-005	0.350623	0.11476
