301	0.160
301.5	0.159
302	0.158
302.5	0.158
303	0.156
303.5	0.156
304	0.155
304.5	0.154
305	0.153
305.5	0.152
306	0.151
306.5	0.150
307	0.149
307.5	0.148
308	0.148
308.5	0.147
309	0.146
309.5	0.145
310	0.145
310.5	0.144
311	0.143
311.5	0.143
312	0.142
312.5	0.142
313	0.141
313.5	0.141
314	0.141
314.5	0.140
315	0.140
315.5	0.140
316	0.140
316.5	0.140
317	0.140
317.5	0.139
318	0.140
318.5	0.140
319	0.140
319.5	0.140
320	0.141
320.5	0.141
321	0.141
321.5	0.142
322	0.142
322.5	0.143
323	0.144
323.5	0.144
324	0.145
324.5	0.146
325	0.147
325.5	0.148
326	0.149
326.5	0.150
327	0.151
327.5	0.152
328	0.153
328.5	0.154
329	0.155
329.5	0.156
330	0.157
330.5	0.158
331	0.159
331.5	0.160
332	0.161
332.5	0.161
333	0.162
333.5	0.162
334	0.163
334.5	0.163
335	0.164
335.5	0.164
336	0.164
336.5	0.164
337	0.164
337.5	0.164
338	0.164
338.5	0.164
339	0.163
339.5	0.163
340	0.162
340.5	0.162
341	0.161
341.5	0.160
342	0.160
342.5	0.159
343	0.158
343.5	0.157
344	0.156
344.5	0.155
345	0.154
345.5	0.153
346	0.152
346.5	0.151
347	0.150
347.5	0.149
348	0.148
348.5	0.147
349	0.146
349.5	0.144
350	0.144
350.5	0.142
351	0.142
351.5	0.141
352	0.139
352.5	0.139
353	0.137
353.5	0.136
354	0.135
354.5	0.134
355	0.133
355.5	0.132
356	0.131
356.5	0.131
357	0.130
357.5	0.129
358	0.128
358.5	0.127
359	0.126
359.5	0.125
360	0.124
360.5	0.124
361	0.123
361.5	0.122
362	0.122
362.5	0.121
363	0.120
363.5	0.120
364	0.118
364.5	0.118
365	0.117
365.5	0.117
366	0.116
366.5	0.116
367	0.115
367.5	0.115
368	0.114
368.5	0.114
369	0.113
369.5	0.113
370	0.112
370.5	0.112
371	0.111
371.5	0.111
372	0.110
372.5	0.110
373	0.109
373.5	0.109
374	0.109
374.5	0.108
375	0.108
375.5	0.108
376	0.107
376.5	0.106
377	0.106
377.5	0.106
378	0.106
378.5	0.106
379	0.105
