3	45
3.05	41
3.1	41
3.15	39
3.2	39
3.25	37
3.3	36
3.35	41
3.4	34
3.45	33
3.5	35
3.55	33
3.6	32
3.65	34
3.7	33
3.75	32
3.8	34
3.85	28
3.9	28
3.95	26
4	26
4.05	23
4.1	24
4.15	25
4.2	25
4.25	24
4.3	26
4.35	25
4.4	24
4.45	21
4.5	23
4.55	22
4.6	22
4.65	22
4.7	23
4.75	23
4.8	21
4.85	20
4.9	20
4.95	18
5	21
5.05	21
5.1	21
5.15	18
5.2	20
5.25	19
5.3	20
5.35	22
5.4	20
5.45	22
5.5	22
5.55	22
5.6	23
5.65	24
5.7	26
5.75	28
5.8	32
5.85	32
5.9	31
5.95	34
6	31
6.05	31
6.1	31
6.15	27
6.2	27
6.25	23
6.3	23
6.35	20
6.4	22
6.45	19
6.5	19
6.55	19
6.6	17
6.65	20
6.7	20
6.75	17
6.8	17
6.85	17
6.9	17
6.95	16
7	20
7.05	16
7.1	17
7.15	18
7.2	17
7.25	17
7.3	16
7.35	18
7.4	17
7.45	19
7.5	17
7.55	17
7.6	18
7.65	18
7.7	18
7.75	18
7.8	19
7.85	17
7.9	17
7.95	17
8	20
8.05	20
8.1	21
8.15	18
8.2	19
8.25	19
8.3	18
8.35	21
8.4	20
8.45	16
8.5	21
8.55	19
8.6	21
8.65	22
8.7	21
8.75	22
8.8	21
8.85	19
8.9	21
8.95	21
9	20
9.05	21
9.1	23
9.15	23
9.2	25
9.25	23
9.3	24
9.35	23
9.4	24
9.45	23
9.5	24
9.55	25
9.6	23
9.65	24
9.7	26
9.75	26
9.8	27
9.85	28
9.9	26
9.95	27
10	29
10.05	29
10.1	28
10.15	28
10.2	30
10.25	27
10.3	31
10.35	32
10.4	31
10.45	31
10.5	31
10.55	33
10.6	32
10.65	31
10.7	32
10.75	32
10.8	33
10.85	33
10.9	36
10.95	35
11	33
11.05	35
11.1	36
11.15	36
11.2	37
11.25	37
11.3	36
11.35	38
11.4	39
11.45	36
11.5	38
11.55	36
11.6	41
11.65	38
11.7	40
11.75	39
11.8	39
11.85	39
11.9	42
11.95	42
12	42
12.05	42
12.1	43
12.15	43
12.2	40
12.25	44
12.3	42
12.35	41
12.4	46
12.45	44
12.5	46
12.55	44
12.6	46
12.65	44
12.7	45
12.75	44
12.8	44
12.85	43
12.9	44
12.95	47
13	45
